Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,списание средств,2704.56,наличный,Гомель,МаксБанк-NSCW-701,27-11-2015,08:02:18,недостаточно средств,да,162.58
физ. лицо,списание средств,1320.51,наличный,Брест,Приорбанк-IWVT-437,12-06-2014,21:33:50,недостаточно средств,да,62.38
юр. лицо,списание средств,2072.25,безналичный,Могилев,Белинвестбанк-PWYM-942,12-10-2023,04:01:17,успешно,да,36.85
юр. лицо,списание средств,271.9,безналичный,Минск,Беларусбанк-ZOOS-388,02-02-2006,08:22:39,успешно,да,3.36
физ. лицо,списание средств,1509.9,наличный,Гомель,МаксБанк-BMCH-290,09-11-2024,10:49:43,успешно,да,46.26
юр. лицо,списание средств,4338.36,безналичный,Гродно,Белинвестбанк-QWOM-962,17-07-2003,13:52:39,успешно,да,354.25
юр. лицо,списание средств,2816.91,безналичный,Могилев,Белинвестбанк-HQKP-120,15-11-2023,02:53:40,неправильный ввод пин-кода,да,151.05
физ. лицо,списание средств,2717.46,безналичный,Брест,БелАгропромбанк-AWUQ-164,10-11-2007,01:34:39,недостаточно средств,да,79.26
физ. лицо,списание средств,203.06,наличный,Витебск,Белинвестбанк-QCTZ-769,19-06-2016,10:27:33,успешно,да,8.41
юр. лицо,списание средств,2538.99,наличный,Брест,БелАгропромбанк-ZYWX-388,11-11-2018,19:32:53,недостаточно средств,да,112.68
физ. лицо,списание средств,830.29,наличный,Гомель,МаксБанк-LKDH-649,13-07-2008,19:33:01,неправильный ввод пин-кода,да,8.77
физ. лицо,списание средств,4670.15,наличный,Брест,Белинвестбанк-DDSG-641,17-10-2003,01:55:46,недостаточно средств,да,347.24
юр. лицо,списание средств,3446.04,безналичный,Брест,Беларусбанк-GSOS-894,13-09-2003,19:22:54,успешно,да,97.65
юр. лицо,списание средств,416.89,безналичный,Могилев,БелАгропромбанк-QOCR-833,13-06-2014,20:45:44,успешно,да,31.38
юр. лицо,списание средств,3532.96,безналичный,Гомель,МаксБанк-TWTC-828,22-07-2006,04:51:22,недостаточно средств,да,148.34
физ. лицо,списание средств,2437.18,наличный,Гомель,МаксБанк-GUTN-583,17-06-2015,18:33:16,неправильный ввод пин-кода,да,208.23
юр. лицо,списание средств,4940.16,наличный,Гродно,Беларусбанк-VHBS-217,25-02-2002,22:19:40,неправильный ввод пин-кода,да,154.41
юр. лицо,списание средств,1714.64,наличный,Могилев,БелАгропромбанк-TXBX-079,22-10-2010,11:00:58,успешно,да,169.18
физ. лицо,списание средств,3596.2,безналичный,Минск,Приорбанк-SBCB-904,03-06-2019,08:46:23,недостаточно средств,да,170.62
физ. лицо,списание средств,596.36,безналичный,Могилев,БелАгропромбанк-COBR-105,02-11-2012,03:14:09,неправильный ввод пин-кода,да,38.92
юр. лицо,списание средств,4561.85,наличный,Витебск,Белинвестбанк-YNHE-236,20-06-2011,01:53:13,успешно,да,244.79
физ. лицо,списание средств,730.11,безналичный,Гомель,Белинвестбанк-VMWU-766,21-03-2015,22:24:56,недостаточно средств,да,57.88
юр. лицо,списание средств,2678.8,наличный,Гомель,Белинвестбанк-PXXB-062,29-11-2014,19:37:00,недостаточно средств,да,58.83
юр. лицо,списание средств,4590.66,наличный,Могилев,БелАгропромбанк-VYDA-436,13-04-2003,10:49:10,недостаточно средств,да,387.43
физ. лицо,списание средств,4457.11,наличный,Минск,МаксБанк-MOTP-442,15-07-2011,20:34:14,неправильный ввод пин-кода,да,46.11
физ. лицо,списание средств,3695.26,наличный,Витебск,Беларусбанк-DJBD-463,18-12-2022,09:01:26,успешно,да,236.86
юр. лицо,списание средств,404.12,безналичный,Брест,Белинвестбанк-LBTT-026,26-01-2020,06:11:34,успешно,да,30.55
юр. лицо,списание средств,438.25,наличный,Минск,Приорбанк-LZDY-795,05-08-2013,05:48:17,успешно,да,13.33
юр. лицо,списание средств,3028.64,наличный,Могилев,Приорбанк-PWSA-787,25-07-2024,08:27:58,успешно,да,75.07
юр. лицо,списание средств,1553.53,безналичный,Могилев,Беларусбанк-EDKL-140,02-09-2006,00:43:05,недостаточно средств,да,142.29
юр. лицо,списание средств,871.97,наличный,Витебск,МаксБанк-EYSH-736,15-02-2011,17:48:30,успешно,да,42.09
физ. лицо,списание средств,4974.3,наличный,Гродно,БелАгропромбанк-NZKA-449,15-03-2009,20:28:40,неправильный ввод пин-кода,да,70.84
физ. лицо,списание средств,4849.58,наличный,Минск,Приорбанк-WQUO-449,02-11-2022,16:40:10,неправильный ввод пин-кода,да,423.96
юр. лицо,списание средств,1998.21,безналичный,Минск,МаксБанк-AVOU-628,13-07-2012,10:08:08,успешно,да,142.57
физ. лицо,списание средств,2109.2,безналичный,Гродно,Беларусбанк-QSZO-979,06-07-2016,11:58:23,недостаточно средств,да,130.62
физ. лицо,списание средств,151.07,безналичный,Гродно,Белинвестбанк-EOOK-551,11-06-2007,11:18:05,недостаточно средств,да,5.56
физ. лицо,списание средств,866.42,наличный,Гродно,МаксБанк-YNUO-642,29-10-2014,15:38:43,неправильный ввод пин-кода,да,17.04
физ. лицо,списание средств,3200.75,наличный,Минск,Приорбанк-JSMX-902,09-09-2023,09:36:40,успешно,да,50.88
